"Name","Source","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Shotgun","DMG","none","firearm, modern, martial weapon, ranged weapon","","2d8, piercing, - ammunition (30/90 ft.), reload (2 shots), two-handed","7 lb.","","Ammunition. You can use a weapon that has the ammunition property to make a ranged attack only if you have ammunition to fire from the weapon. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack. Loading a one-handed weapon requires a free hand. The ammunition of a firearm is destroyed upon use.If you use a weapon that has the ammunition property to make a melee attack, you treat the weapon as an improvised weapon. A sling must be loaded to deal any damage when used in this way. Reload. A limited number of shots can be made with a weapon that has the reload property. A character must then reload it using an action or a bonus action (the character's choice). Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Shovel","PHB","none","adventuring gear","","","5 lb.","2 gp",""
"Sickle","PHB","none","simple weapon, melee weapon","","1d4, slashing, - light","2 lb.","1 gp","Light. A light weapon is small and easy to handle, making it ideal for use when fighting with two weapons."
"Signal Whistle","PHB","none","adventuring gear","","","","5 cp",""
"Signet Ring","PHB","none","adventuring gear","","","","5 gp",""
"Silk (1 sq. yd.)","PHB","none","trade good","","","","10 gp",""
"Silk Rope (50 feet)","PHB","none","adventuring gear","","","5 lb.","10 gp","Rope, whether made of hemp or silk, has 2 hit points and can be burst with a DC 17 Strength check."
"Silk robe with gold embroidery","DMG","none","treasure","","","","250 gp",""
"Silver","PHB","none","trade good","","","1 lb.","5 gp",""
"Silver (sp)","PHB","none","treasure","","","0.32 oz.","1 sp","Common coins come in several different denominations based on the relative worth of the metal from which they are made. The three most common coins are the gold piece (gp), the silver piece (sp), and the copper piece (cp).With one gold piece, a character can buy a belt pouch, 50 feet of good rope, or a goat. A skilled (but not exceptional) artisan can earn one gold piece a day. The gold piece is the standard unit of measure for wealth, even if the coin itself is not commonly used. When merchants discuss deals that involve goods or services worth hundreds or thousands of gold pieces, the transactions don't usually involve the exchange of individual coins. Rather, the gold piece is a standard measure of value, and the actual exchange is in gold bars, letters of credit, or valuable goods.One gold piece is worth ten silver pieces, the most prevalent coin among commoners. A silver piece buys a laborer's work for a day, a flask of lamp oil, or a night's rest in a poor inn.One silver piece is worth ten copper pieces, which are common among laborers and beggars. A single copper piece buys a candle, a torch, or a piece of chalk.In addition, unusual coins made of other precious metals sometimes appear in treasure hoards. The electrum piece (ep) and the platinum piece (pp) originate from fallen empires and lost kingdoms, and they sometimes arouse suspicion and skepticism when used in transactions. An electrum piece is worth five silver pieces, and a platinum piece is worth ten gold pieces.A standard coin weighs about a third of an ounce, so fifty coins weigh a pound."
"Silver 25-Zib Coin","GGR","none","treasure","","","","2 sp, 5 cp",""
"Silver and gold brooch","DMG","none","treasure","","","","750 gp",""
"Silver chalice set with moonstones","DMG","none","treasure","","","","750 gp",""
"Silver ewer","DMG","none","treasure","","","","25 gp",""
"Silver necklace with a gemstone pendant","DMG","none","treasure","","","","250 gp",""
"Silver-plated steel longsword with jet set in hilt","DMG","none","treasure","","","","750 gp",""
"Silvered Ammunition","PHB","unknown","ammunition, generic variant","","","","","Some monsters that have immunity or resistance to nonmagical weapons are susceptible to silver ammunition, so cautious adventurers invest extra coin to plate their ammunition in silver. You can silver ten pieces of ammunition for 100 gp. This cost represents not only the price of the silver, but the time and expertise needed to add silver to the ammunition without making it less effective. Base items. This item variant can be applied to the following base items:Arrow (Silvered Arrow)Blowgun Needle (Silvered Blowgun Needle)Crossbow Bolt (Silvered Crossbow Bolt)Modern Bullet (Silvered Modern Bullet)Renaissance Bullet (Silvered Renaissance Bullet)Sling Bullet (Silvered Sling Bullet)"
"Silvered Weapon","PHB","unknown","generic variant","","","","","Some monsters that have immunity or resistance to nonmagical weapons are susceptible to silver weapons, so cautious adventurers invest extra coin to plate their weapons with silver. You can silver a single weapon for 100 gp. This cost represents not only the price of the silver, but the time and expertise needed to add silver to the weapon without making it less effective. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Silvered Antimatter Rifle)Automatic Pistol (Silvered Automatic Pistol)Automatic Rifle (Silvered Automatic Rifle)Battleaxe (Silvered Battleaxe)Blowgun (Silvered Blowgun)Club (Silvered Club)Dagger (Silvered Dagger)Dart (Silvered Dart)Double-Bladed Scimitar (Silvered Double-Bladed Scimitar)Flail (Silvered Flail)Glaive (Silvered Glaive)Greataxe (Silvered Greataxe)Greatclub (Silvered Greatclub)Greatsword (Silvered Greatsword)Halberd (Silvered Halberd)Hand Crossbow (Silvered Hand Crossbow)Handaxe (Silvered Handaxe)Heavy Crossbow (Silvered Heavy Crossbow)Hooked Shortspear (Silvered Hooked Shortspear)Hunting Rifle (Silvered Hunting Rifle)Javelin (Silvered Javelin)Lance (Silvered Lance)Laser Pistol (Silvered Laser Pistol)Laser Rifle (Silvered Laser Rifle)Light Crossbow (Silvered Light Crossbow)Light Hammer (Silvered Light Hammer)Light Repeating Crossbow (Silvered Light Repeating Crossbow)Longbow (Silvered Longbow)Longsword (Silvered Longsword)Mace (Silvered Mace)Maul (Silvered Maul)Morningstar (Silvered Morningstar)Musket (Silvered Musket)Pike (Silvered Pike)Pistol (Silvered Pistol)Quarterstaff (Silvered Quarterstaff)Rapier (Silvered Rapier)Revolver (Silvered Revolver)Scimitar (Silvered Scimitar)Shortbow (Silvered Shortbow)Shortsword (Silvered Shortsword)Shotgun (Silvered Shotgun)Sickle (Silvered Sickle)Sling (Silvered Sling)Spear (Silvered Spear)Trident (Silvered Trident)War Pick (Silvered War Pick)Warhammer (Silvered Warhammer)Whip (Silvered Whip)Yklwa (Silvered Yklwa)"
"Sinda berries (10)","ToA","unknown","adventuring gear","","","","5 gp","These berries are dark brown and bitter. A full-grown sinda berry bush has 4d6 berries growing on it. A bush plucked of all its berries grows new berries in 1d4 months. Picked berries lose their freshness and efficacy after 24 hours.Fresh sinda berries can be eaten raw or crushed and added to a drink to dull the bitterness. A creature that consumes at least ten fresh sinda berries gains advantage on saving throws against disease and poison for the next 24 hours."
"Skyship","EGW","none","vehicle (air)","","Speed: 10 mphCarrying Capacity: 10 tons cargo, 30 passengersPersonal Travel Cost: 2 gp per mile per passengerShipping Cost: 1 gp per 100 pounds per mileCrew 6-10","","100,000 gp",""
